plotno,percgreen,percyellow,percbrown,idc_score
july_22_plot_19.pcd,0.0,22.597746852220013,13.419483101391648,3
july_22_plot_118.pcd,0.0,20.51282051282051,15.897435897435896,4
july_22_plot_26.pcd,0.0,25.655790147152914,10.044785668586051,3
july_22_plot_29.pcd,0.0,24.486907289455058,10.898796886058031,3
july_22_plot_218.pcd,20.726859738784782,14.821124361158432,0.6246450880181714,1
july_22_plot_64.pcd,0.42283298097251587,27.25510923185342,3.4355179704016914,2
july_22_plot_81.pcd,0.0,17.496443812233288,18.255097202465624,4
july_22_plot_44.pcd,1.5275877792977657,28.841769265845873,3.283173734610123,2
july_22_plot_213.pcd,12.506154603643527,22.156573116691288,1.6248153618906942,1
july_22_plot_199.pcd,16.96469509399358,17.262723521320495,1.5359926639156352,1
july_22_plot_221.pcd,20.43222003929273,13.785199738048462,0.26195153896529144,1
july_22_plot_105.pcd,1.2554585152838427,30.385735080058225,2.1834061135371177,2
july_22_plot_60.pcd,3.133903133903134,28.231028231028233,3.289303289303289,2
july_22_plot_10.pcd,0.0,19.47983014861996,17.940552016985137,4
july_22_plot_205.pcd,21.466364323507182,12.925170068027212,1.2093726379440666,1
july_22_plot_41.pcd,0.0,26.41912078531797,8.322663252240718,3
july_22_plot_28.pcd,0.0,15.032679738562091,22.22222222222222,4
july_22_plot_51.pcd,0.10900370612600828,26.793110965772836,6.278613472858077,2
july_22_plot_147.pcd,0.33726812816188867,17.818999437886454,17.59415401911186,4
july_22_plot_20.pcd,0.0,18.50899742930591,20.051413881748072,4
july_22_plot_222.pcd,28.42502696871629,6.742179072276159,0.24271844660194172,1
july_22_plot_135.pcd,0.0,5.240174672489083,29.694323144104807,5
july_22_plot_96.pcd,0.0,18.413597733711047,15.864022662889518,4
july_22_plot_114.pcd,0.0,1.7543859649122806,31.892230576441104,5
july_22_plot_143.pcd,0.0,11.531531531531531,24.054054054054056,5
july_22_plot_88.pcd,0.0,4.975124378109453,30.514096185737976,5
july_22_plot_69.pcd,0.07363770250368189,26.632302405498283,7.461953853706431,3
july_22_plot_40.pcd,0.0,23.75249500998004,11.244178310046573,3
july_22_plot_55.pcd,0.0,26.05430387059503,8.203350664355865,3
july_22_plot_27.pcd,0.05012531328320802,28.37092731829574,6.1152882205513786,2
july_22_plot_162.pcd,4.602933737986849,29.387961557916036,1.9473950429944362,2
july_22_plot_128.pcd,0.09871668311944717,19.2497532082922,14.642974662718,3
july_22_plot_85.pcd,0.07880220646178093,13.002364066193852,22.301024428684002,4
july_22_plot_107.pcd,0.0,5.339805825242718,29.93527508090615,5
july_22_plot_63.pcd,0.0,20.022371364653242,15.58538404175988,4
july_22_plot_18.pcd,0.04597701149425287,14.896551724137929,20.183908045977013,4
july_22_plot_31.pcd,0.08333333333333334,15.75,19.833333333333332,4
july_22_plot_207.pcd,12.302960399846214,24.25990003844675,1.0765090349865436,1
july_22_plot_34.pcd,0.5415793151642208,28.61635220125786,3.4416491963661775,2
july_22_plot_141.pcd,0.0,17.88756388415673,16.638273708120384,4
july_22_plot_146.pcd,1.7607771706132362,26.927747419550695,5.737704918032787,2
july_22_plot_59.pcd,0.35046728971962615,27.297507788161994,7.1261682242990645,2
july_22_plot_103.pcd,0.0,15.65578019699326,19.9585277345775,4
july_22_plot_17.pcd,0.0,18.755555555555556,16.177777777777777,4
july_22_plot_61.pcd,0.0,4.698581560283688,31.20567375886525,5
july_22_plot_166.pcd,0.0,6.214689265536723,29.37853107344633,5
july_22_plot_30.pcd,2.8160919540229883,27.586206896551722,3.505747126436782,2
july_22_plot_67.pcd,0.0,0.22675736961451248,33.33333333333333,5
july_22_plot_42.pcd,0.9353233830845772,27.34328358208955,6.129353233830845,2
july_22_plot_5.pcd,0.0,4.316546762589928,30.575539568345324,5
july_22_plot_102.pcd,0.6083294337856809,29.496178443300575,4.320698798939323,2
july_22_plot_130.pcd,0.0,0.0,33.33333333333333,5
july_22_plot_127.pcd,0.0,0.28368794326241137,33.33333333333333,5
july_22_plot_45.pcd,5.094185094185094,27.23996723996724,2.8665028665028665,2
july_22_plot_13.pcd,0.0,24.641744548286603,9.813084112149532,3
july_22_plot_90.pcd,1.8197388139584671,28.088203810747164,4.388781845429245,2
july_22_plot_70.pcd,0.0,27.216690374585113,7.965860597439544,3
july_6_plot_120.pcd,0.0,18.654434250764528,19.571865443425075,4
july_6_plot_112.pcd,0.0,13.114754098360656,20.76502732240437,4
july_6_plot_132.pcd,0.0,26.515151515151516,4.870129870129871,2
